This job can be monitored from: https://scruffy.c3se.chalmers.se/d/alvis-job/alvis-job?var-jobid=551743&from=1662750828000
flat_modules is the only option now for updated Alvis nodes. You can remove this function call.
  0%|          | 0/23 [00:00<?, ?it/s]
epoch 508 iter 12: train loss 0.72956. lr 5.999992e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.57it/s]
epoch 508 iter 13: train loss 0.75517. lr 5.999992e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.57it/s]
epoch 508 iter 13: train loss 0.75517. lr 5.999992e-03:  61%|██████    | 14/23 [00:00<00:00, 14.57it/s]
epoch 508 iter 14: train loss 0.75265. lr 5.999992e-03:  61%|██████    | 14/23 [00:01<00:00, 14.57it/s]
epoch 508 iter 15: train loss 0.70867. lr 5.999992e-03:  61%|██████    | 14/23 [00:01<00:00, 14.57it/s]
epoch 508 iter 15: train loss 0.70867. lr 5.999992e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.58it/s]
epoch 508 iter 16: train loss 0.75849. lr 5.999992e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.58it/s]
epoch 508 iter 17: train loss 0.75961. lr 5.999992e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.58it/s]
epoch 508 iter 17: train loss 0.75961. lr 5.999992e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.54it/s]
epoch 508 iter 18: train loss 0.72299. lr 5.999992e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.54it/s]
epoch 508 iter 19: train loss 0.72977. lr 5.999992e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.54it/s]
epoch 508 iter 19: train loss 0.72977. lr 5.999992e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.53it/s]
epoch 508 iter 20: train loss 0.77353. lr 5.999992e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.53it/s]
epoch 508 iter 21: train loss 0.75125. lr 5.999992e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.53it/s]
epoch 508 iter 21: train loss 0.75125. lr 5.999992e-03:  96%|█████████▌| 22/23 [00:01<00:00, 14.52it/s]
epoch 508 iter 22: train loss 0.73039. lr 5.999992e-03:  96%|█████████▌| 22/23 [00:01<00:00, 14.52it/s]
epoch 508 iter 22: train loss 0.73039. lr 5.999992e-03: 100%|██████████| 23/23 [00:01<00:00, 14.59it/s]

  0%|          | 0/23 [00:00<?, ?it/s]
epoch 509 iter 0: train loss 0.78632. lr 5.999992e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 509 iter 1: train loss 0.76034. lr 5.999992e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 509 iter 1: train loss 0.76034. lr 5.999992e-03:   9%|▊         | 2/23 [00:00<00:01, 14.55it/s]
epoch 509 iter 2: train loss 0.73188. lr 5.999992e-03:   9%|▊         | 2/23 [00:00<00:01, 14.55it/s]
epoch 509 iter 3: train loss 0.74092. lr 5.999992e-03:   9%|▊         | 2/23 [00:00<00:01, 14.55it/s]
epoch 509 iter 3: train loss 0.74092. lr 5.999992e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.56it/s]
epoch 509 iter 4: train loss 0.73160. lr 5.999992e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.56it/s]
epoch 509 iter 5: train loss 0.73677. lr 5.999992e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.56it/s]
epoch 509 iter 5: train loss 0.73677. lr 5.999992e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.52it/s]
epoch 509 iter 6: train loss 0.72069. lr 5.999992e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.52it/s]
epoch 509 iter 7: train loss 0.74344. lr 5.999992e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.52it/s]
epoch 509 iter 7: train loss 0.74344. lr 5.999992e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.51it/s]
epoch 509 iter 8: train loss 0.74977. lr 5.999992e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.51it/s]
epoch 509 iter 9: train loss 0.77656. lr 5.999992e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.51it/s]
epoch 509 iter 9: train loss 0.77656. lr 5.999992e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.55it/s]
epoch 509 iter 10: train loss 0.71859. lr 5.999992e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.55it/s]
epoch 509 iter 11: train loss 0.74275. lr 5.999992e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.55it/s]
epoch 509 iter 11: train loss 0.74275. lr 5.999992e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.57it/s]
epoch 509 iter 12: train loss 0.72218. lr 5.999992e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.57it/s]
epoch 509 iter 13: train loss 0.73797. lr 5.999992e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.57it/s]
epoch 509 iter 13: train loss 0.73797. lr 5.999992e-03:  61%|██████    | 14/23 [00:00<00:00, 14.58it/s]
epoch 509 iter 14: train loss 0.71032. lr 5.999992e-03:  61%|██████    | 14/23 [00:01<00:00, 14.58it/s]
epoch 509 iter 15: train loss 0.73920. lr 5.999992e-03:  61%|██████    | 14/23 [00:01<00:00, 14.58it/s]
epoch 509 iter 15: train loss 0.73920. lr 5.999992e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.56it/s]
epoch 509 iter 16: train loss 0.70621. lr 5.999992e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.56it/s]
epoch 509 iter 17: train loss 0.76264. lr 5.999992e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.56it/s]
epoch 509 iter 17: train loss 0.76264. lr 5.999992e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.53it/s]
epoch 509 iter 18: train loss 0.70267. lr 5.999992e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.53it/s]
epoch 509 iter 19: train loss 0.69416. lr 5.999992e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.53it/s]
epoch 509 iter 19: train loss 0.69416. lr 5.999992e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.58it/s]
epoch 509 iter 20: train loss 0.76344. lr 5.999992e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.58it/s]
epoch 509 iter 21: train loss 0.77594. lr 5.999992e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.58it/s]
epoch 509 iter 21: train loss 0.77594. lr 5.999992e-03:  96%|█████████▌| 22/23 [00:01<00:00, 14.58it/s]
epoch 509 iter 22: train loss 0.71796. lr 5.999992e-03:  96%|█████████▌| 22/23 [00:01<00:00, 14.58it/s]
epoch 509 iter 22: train loss 0.71796. lr 5.999992e-03: 100%|██████████| 23/23 [00:01<00:00, 14.59it/s]

  0%|          | 0/23 [00:00<?, ?it/s]
epoch 510 iter 0: train loss 0.76395. lr 5.999992e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 510 iter 1: train loss 0.73336. lr 5.999992e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 510 iter 1: train loss 0.73336. lr 5.999992e-03:   9%|▊         | 2/23 [00:00<00:01, 14.50it/s]
epoch 510 iter 2: train loss 0.73557. lr 5.999992e-03:   9%|▊         | 2/23 [00:00<00:01, 14.50it/s]
epoch 510 iter 3: train loss 0.74783. lr 5.999992e-03:   9%|▊         | 2/23 [00:00<00:01, 14.50it/s]
epoch 510 iter 3: train loss 0.74783. lr 5.999992e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.52it/s]
epoch 510 iter 4: train loss 0.75448. lr 5.999992e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.52it/s]
epoch 510 iter 5: train loss 0.73744. lr 5.999992e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.52it/s]
epoch 510 iter 5: train loss 0.73744. lr 5.999992e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.53it/s]
epoch 510 iter 6: train loss 0.75432. lr 5.999992e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.53it/s]
epoch 510 iter 7: train loss 0.71235. lr 5.999992e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.53it/s]
epoch 510 iter 7: train loss 0.71235. lr 5.999992e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.50it/s]
epoch 510 iter 8: train loss 0.72736. lr 5.999992e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.50it/s]
epoch 510 iter 9: train loss 0.74210. lr 5.999992e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.50it/s]
epoch 510 iter 9: train loss 0.74210. lr 5.999992e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.51it/s]
epoch 510 iter 10: train loss 0.71530. lr 5.999992e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.51it/s]
epoch 510 iter 11: train loss 0.71935. lr 5.999992e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.51it/s]
epoch 510 iter 11: train loss 0.71935. lr 5.999992e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.54it/s]
epoch 510 iter 12: train loss 0.72510. lr 5.999992e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.54it/s]
epoch 510 iter 13: train loss 0.77278. lr 5.999992e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.54it/s]
epoch 510 iter 13: train loss 0.77278. lr 5.999992e-03:  61%|██████    | 14/23 [00:00<00:00, 14.54it/s]
epoch 510 iter 14: train loss 0.72315. lr 5.999992e-03:  61%|██████    | 14/23 [00:01<00:00, 14.54it/s]
epoch 510 iter 15: train loss 0.71381. lr 5.999992e-03:  61%|██████    | 14/23 [00:01<00:00, 14.54it/s]
epoch 510 iter 15: train loss 0.71381. lr 5.999992e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.57it/s]
epoch 510 iter 16: train loss 0.73472. lr 5.999992e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.57it/s]
epoch 510 iter 17: train loss 0.75258. lr 5.999992e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.57it/s]
epoch 510 iter 17: train loss 0.75258. lr 5.999992e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.55it/s]
epoch 510 iter 18: train loss 0.70520. lr 5.999992e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.55it/s]
epoch 510 iter 19: train loss 0.72868. lr 5.999992e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.55it/s]
epoch 510 iter 19: train loss 0.72868. lr 5.999992e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.56it/s]
epoch 510 iter 20: train loss 0.72815. lr 5.999992e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.56it/s]
epoch 510 iter 21: train loss 0.76349. lr 5.999992e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.56it/s]
epoch 510 iter 21: train loss 0.76349. lr 5.999992e-03:  96%|█████████▌| 22/23 [00:01<00:00, 14.56it/s]
epoch 510 iter 22: train loss 0.70219. lr 5.999992e-03:  96%|█████████▌| 22/23 [00:01<00:00, 14.56it/s]
epoch 510 iter 22: train loss 0.70219. lr 5.999992e-03: 100%|██████████| 23/23 [00:01<00:00, 14.57it/s]

  0%|          | 0/23 [00:00<?, ?it/s]
epoch 511 iter 0: train loss 0.74890. lr 5.999992e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 511 iter 1: train loss 0.75824. lr 5.999992e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 511 iter 1: train loss 0.75824. lr 5.999992e-03:   9%|▊         | 2/23 [00:00<00:01, 14.45it/s]
epoch 511 iter 2: train loss 0.72166. lr 5.999992e-03:   9%|▊         | 2/23 [00:00<00:01, 14.45it/s]
epoch 511 iter 3: train loss 0.70770. lr 5.999992e-03:   9%|▊         | 2/23 [00:00<00:01, 14.45it/s]
epoch 511 iter 3: train loss 0.70770. lr 5.999992e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.49it/s]
epoch 511 iter 4: train loss 0.74443. lr 5.999992e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.49it/s]
epoch 511 iter 5: train loss 0.73064. lr 5.999992e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.49it/s]
epoch 511 iter 5: train loss 0.73064. lr 5.999992e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.50it/s]
epoch 511 iter 6: train loss 0.71769. lr 5.999992e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.50it/s]
epoch 511 iter 7: train loss 0.74316. lr 5.999992e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.50it/s]
epoch 511 iter 7: train loss 0.74316. lr 5.999992e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.49it/s]
epoch 511 iter 8: train loss 0.69421. lr 5.999992e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.49it/s]
epoch 511 iter 9: train loss 0.74776. lr 5.999992e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.49it/s]
epoch 511 iter 9: train loss 0.74776. lr 5.999992e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.50it/s]
epoch 511 iter 10: train loss 0.73871. lr 5.999992e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.50it/s]
epoch 511 iter 11: train loss 0.71201. lr 5.999992e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.50it/s]
epoch 511 iter 11: train loss 0.71201. lr 5.999992e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.51it/s]
epoch 511 iter 12: train loss 0.73637. lr 5.999992e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.51it/s]
epoch 511 iter 13: train loss 0.76849. lr 5.999992e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.51it/s]
epoch 511 iter 13: train loss 0.76849. lr 5.999992e-03:  61%|██████    | 14/23 [00:00<00:00, 14.52it/s]
epoch 511 iter 14: train loss 0.73645. lr 5.999992e-03:  61%|██████    | 14/23 [00:01<00:00, 14.52it/s]
epoch 511 iter 15: train loss 0.74339. lr 5.999992e-03:  61%|██████    | 14/23 [00:01<00:00, 14.52it/s]
epoch 511 iter 15: train loss 0.74339. lr 5.999992e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.55it/s]
epoch 511 iter 16: train loss 0.75629. lr 5.999992e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.55it/s]
epoch 511 iter 17: train loss 0.74418. lr 5.999992e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.55it/s]
epoch 511 iter 17: train loss 0.74418. lr 5.999992e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.55it/s]
epoch 511 iter 18: train loss 0.72132. lr 5.999992e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.55it/s]
epoch 511 iter 19: train loss 0.72167. lr 5.999992e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.55it/s]
epoch 511 iter 19: train loss 0.72167. lr 5.999992e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.55it/s]
epoch 511 iter 20: train loss 0.78072. lr 5.999992e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.55it/s]
epoch 511 iter 21: train loss 0.75233. lr 5.999992e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.55it/s]
epoch 511 iter 21: train loss 0.75233. lr 5.999992e-03:  96%|█████████▌| 22/23 [00:01<00:00, 14.54it/s]
epoch 511 iter 22: train loss 0.74464. lr 5.999992e-03:  96%|█████████▌| 22/23 [00:01<00:00, 14.54it/s]
epoch 511 iter 22: train loss 0.74464. lr 5.999992e-03: 100%|██████████| 23/23 [00:01<00:00, 14.56it/s]

  0%|          | 0/23 [00:00<?, ?it/s]
epoch 512 iter 0: train loss 0.73498. lr 5.999992e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 512 iter 1: train loss 0.75128. lr 5.999992e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 512 iter 1: train loss 0.75128. lr 5.999992e-03:   9%|▊         | 2/23 [00:00<00:01, 14.57it/s]
epoch 512 iter 2: train loss 0.73276. lr 5.999992e-03:   9%|▊         | 2/23 [00:00<00:01, 14.57it/s]
epoch 512 iter 3: train loss 0.70018. lr 5.999992e-03:   9%|▊         | 2/23 [00:00<00:01, 14.57it/s]
epoch 512 iter 3: train loss 0.70018. lr 5.999992e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.58it/s]
epoch 512 iter 4: train loss 0.71260. lr 5.999992e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.58it/s]
epoch 512 iter 5: train loss 0.71644. lr 5.999992e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.58it/s]
epoch 512 iter 5: train loss 0.71644. lr 5.999992e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.58it/s]
epoch 512 iter 6: train loss 0.72286. lr 5.999992e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.58it/s]
epoch 512 iter 7: train loss 0.74992. lr 5.999992e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.58it/s]
epoch 512 iter 7: train loss 0.74992. lr 5.999992e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.59it/s]
epoch 512 iter 8: train loss 0.74013. lr 5.999992e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.59it/s]
epoch 512 iter 9: train loss 0.77771. lr 5.999992e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.59it/s]
epoch 512 iter 9: train loss 0.77771. lr 5.999992e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.57it/s]
epoch 512 iter 10: train loss 0.74654. lr 5.999992e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.57it/s]
epoch 512 iter 11: train loss 0.75326. lr 5.999992e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.57it/s]
epoch 512 iter 11: train loss 0.75326. lr 5.999992e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.56it/s]
epoch 512 iter 12: train loss 0.70089. lr 5.999992e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.56it/s]
epoch 512 iter 13: train loss 0.75312. lr 5.999992e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.56it/s]
epoch 512 iter 13: train loss 0.75312. lr 5.999992e-03:  61%|██████    | 14/23 [00:00<00:00, 14.57it/s]
epoch 512 iter 14: train loss 0.72600. lr 5.999992e-03:  61%|██████    | 14/23 [00:01<00:00, 14.57it/s]
epoch 512 iter 15: train loss 0.72603. lr 5.999992e-03:  61%|██████    | 14/23 [00:01<00:00, 14.57it/s]
epoch 512 iter 15: train loss 0.72603. lr 5.999992e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.57it/s]
epoch 512 iter 16: train loss 0.77121. lr 5.999992e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.57it/s]
epoch 512 iter 17: train loss 0.72246. lr 5.999992e-03:  70%|██████▉   | 16/23 [00:01<00:00, 14.57it/s]
epoch 512 iter 17: train loss 0.72246. lr 5.999992e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.58it/s]
epoch 512 iter 18: train loss 0.74806. lr 5.999992e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.58it/s]
epoch 512 iter 19: train loss 0.74487. lr 5.999992e-03:  78%|███████▊  | 18/23 [00:01<00:00, 14.58it/s]
epoch 512 iter 19: train loss 0.74487. lr 5.999992e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.57it/s]
epoch 512 iter 20: train loss 0.74168. lr 5.999992e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.57it/s]
epoch 512 iter 21: train loss 0.73732. lr 5.999992e-03:  87%|████████▋ | 20/23 [00:01<00:00, 14.57it/s]
epoch 512 iter 21: train loss 0.73732. lr 5.999992e-03:  96%|█████████▌| 22/23 [00:01<00:00, 14.60it/s]
epoch 512 iter 22: train loss 0.73565. lr 5.999992e-03:  96%|█████████▌| 22/23 [00:01<00:00, 14.60it/s]
epoch 512 iter 22: train loss 0.73565. lr 5.999992e-03: 100%|██████████| 23/23 [00:01<00:00, 14.62it/s]

  0%|          | 0/23 [00:00<?, ?it/s]
epoch 513 iter 0: train loss 0.76629. lr 5.999992e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 513 iter 1: train loss 0.77222. lr 5.999992e-03:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 513 iter 1: train loss 0.77222. lr 5.999992e-03:   9%|▊         | 2/23 [00:00<00:01, 14.64it/s]
epoch 513 iter 2: train loss 0.75672. lr 5.999992e-03:   9%|▊         | 2/23 [00:00<00:01, 14.64it/s]
epoch 513 iter 3: train loss 0.74979. lr 5.999992e-03:   9%|▊         | 2/23 [00:00<00:01, 14.64it/s]
epoch 513 iter 3: train loss 0.74979. lr 5.999992e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.63it/s]
epoch 513 iter 4: train loss 0.71823. lr 5.999992e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.63it/s]
epoch 513 iter 5: train loss 0.72420. lr 5.999992e-03:  17%|█▋        | 4/23 [00:00<00:01, 14.63it/s]
epoch 513 iter 5: train loss 0.72420. lr 5.999992e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.59it/s]
epoch 513 iter 6: train loss 0.72714. lr 5.999992e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.59it/s]
epoch 513 iter 7: train loss 0.73016. lr 5.999992e-03:  26%|██▌       | 6/23 [00:00<00:01, 14.59it/s]
epoch 513 iter 7: train loss 0.73016. lr 5.999992e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.56it/s]
epoch 513 iter 8: train loss 0.71876. lr 5.999992e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.56it/s]
epoch 513 iter 9: train loss 0.75292. lr 5.999992e-03:  35%|███▍      | 8/23 [00:00<00:01, 14.56it/s]
epoch 513 iter 9: train loss 0.75292. lr 5.999992e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.57it/s]
epoch 513 iter 10: train loss 0.73412. lr 5.999992e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.57it/s]
epoch 513 iter 11: train loss 0.72580. lr 5.999992e-03:  43%|████▎     | 10/23 [00:00<00:00, 14.57it/s]
epoch 513 iter 11: train loss 0.72580. lr 5.999992e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.59it/s]
epoch 513 iter 12: train loss 0.74557. lr 5.999992e-03:  52%|█████▏    | 12/23 [00:00<00:00, 14.59it/s]
